event_time,estimate,se,is_ref,ci_low,ci_high
-1,0,NA,TRUE,NA,NA
NA,0.31301714671223335,0.1468538488903361,NA,NA,NA
NA,0.21330335491143815,0.139148527354384,NA,NA,NA
NA,0.1950439752025972,0.14706589906013082,NA,NA,NA
NA,0.3744621768490288,0.17179187223189346,NA,NA,NA
NA,0.5581312846337946,0.2113662244663328,NA,NA,NA
NA,0.35102866141070355,0.19701302236407672,NA,NA,NA
NA,0.3395123645880493,0.16818496682116543,NA,NA,NA
NA,0.1900872601850271,0.13458547368486237,NA,NA,NA
