abbr,year,name,min_wage,state_min_wage,fed_min_wage,unemp_rate,emp_lh,min_wage_lag,mw_increase,first_treat_year,g,post,event_time,ln_emp_lh
ME,1993,Maine,4.25,4.25,4.25,6.808333333333334,48.05833333333333,4.25,0,1991,1991,1,2,3.8724155508333666
ME,1994,Maine,4.25,4.25,4.25,6.591666666666667,49.225,4.25,0,1991,1991,1,3,3.8964016245251893
ME,1995,Maine,4.25,4.25,4.25,5.866666666666667,50.4,4.25,0,1991,1991,1,4,3.919991175077323
ME,1996,Maine,4.25,4.25,4.25,5.316666666666666,51.525,4.25,0,1991,1991,1,5,3.942067126776523
ME,1997,Maine,4.75,4.75,4.75,5.175,52.141666666666666,4.25,1,1991,1991,1,6,3.9539643732163174
ME,1998,Maine,5.15,5.15,5.15,4.458333333333333,53.65,4.75,1,1991,1991,1,7,3.9824814690767076
ME,1999,Maine,5.15,5.15,5.15,3.9583333333333335,54.63333333333333,5.15,0,1991,1991,1,8,4.000644197081674
ME,2000,Maine,5.15,5.15,5.15,3.3083333333333336,56.2,5.15,0,1991,1991,1,9,4.028916756899646
ME,2001,Maine,5.15,5.15,5.15,3.75,56.7,5.15,0,1991,1991,1,10,4.037774210733707
ME,2002,Maine,5.75,5.75,5.15,4.433333333333334,57.625,5.15,1,1991,1991,1,11,4.053956501316812
ME,2003,Maine,6.25,6.25,5.15,5.1,58.75,5.75,1,1991,1991,1,12,4.073291153024268
ME,2004,Maine,6.25,6.25,5.15,4.666666666666666,59.175,6.25,0,1991,1991,1,13,4.080499155400047
ME,2005,Maine,6.35,6.35,5.15,4.883333333333334,59.425,6.25,1,1991,1991,1,14,4.0847150132462575
ME,2006,Maine,6.5,6.5,5.15,4.708333333333333,60.175,6.35,1,1991,1991,1,15,4.097256983669135
ME,2007,Maine,6.75,6.75,5.15,4.7,60.550000000000004,6.5,1,1991,1991,1,16,4.1034694699991014
ME,2008,Maine,7,7,5.85,5.408333333333333,60.50833333333333,6.75,1,1991,1991,1,17,4.102781096598201
ME,2009,Maine,7.25,7.25,6.55,8.3,59.61666666666667,7,1,1991,1991,1,18,4.0879351770369174
ME,2010,Maine,7.5,7.5,7.25,8.35,60.05,7.25,1,1991,1991,1,19,4.095177548525992
ME,2011,Maine,7.5,7.5,7.25,7.775,60.391666666666666,7.5,0,1991,1991,1,20,4.100851126327235
ME,2012,Maine,7.5,7.5,7.25,7.208333333333333,61.825,7.5,0,1991,1991,1,21,4.12430781340748
ME,2013,Maine,7.5,7.5,7.25,6.683333333333334,62.95,7.5,0,1991,1991,1,22,4.142340760490356
ME,2014,Maine,7.5,7.5,7.25,5.575,63.475,7.5,0,1991,1991,1,23,4.1506461275907425
ME,2015,Maine,7.5,7.5,7.25,4.391666666666667,64.48333333333333,7.5,0,1991,1991,1,24,4.166406792478412
ME,2016,Maine,7.5,7.5,7.25,3.7916666666666665,66.10833333333333,7.5,0,1991,1991,1,25,4.191294810519957
ME,2017,Maine,9,9,7.25,3.375,67.80833333333334,7.5,1,1991,1991,1,26,4.2166850979146115
ME,2018,Maine,10,10,7.25,3.175,69.08333333333333,9,1,1991,1991,1,27,4.235313505347294
ME,2019,Maine,11,11,7.25,2.9,70.13333333333334,10,1,1991,1991,1,28,4.250398192195445
ME,2020,Maine,12,12,7.25,5.116666666666667,52.275,11,1,1991,1991,1,29,3.9565182453146974
ME,2021,Maine,12.15,12.15,7.25,4.733333333333333,60.858333333333334,12,1,1991,1991,1,30,4.108548758838063
ME,2022,Maine,12.75,12.75,7.25,2.841666666666667,66.16666666666667,12.15,1,1991,1991,1,31,4.192176811459135
ME,2023,Maine,13.8,13.8,7.25,2.6083333333333334,69.25,12.75,1,1991,1991,1,32,4.237723145067448
ME,2024,Maine,14.15,14.15,7.25,3.083333333333333,69.86666666666666,13.8,1,1991,1991,1,33,4.246588663778778
MI,1990,Michigan,3.35,3.35,3.35,7.683333333333334,330.775,NA,0,1991,1991,0,-1,5.801438385928475
MI,1991,Michigan,3.8,3.35,3.8,9.283333333333333,328.975,3.35,1,1991,1991,1,0,5.795981760036204
MI,1992,Michigan,4.25,3.35,4.25,9.075,330.89166666666665,3.8,1,1991,1991,1,1,5.801791030768401
MI,1993,Michigan,4.25,3.35,4.25,7.358333333333333,339.8,4.25,0,1991,1991,1,2,5.828357209237832
MI,1994,Michigan,4.25,3.35,4.25,6.091666666666667,348.0416666666667,4.25,0,1991,1991,1,3,5.852322204407961
MI,1995,Michigan,4.25,3.35,4.25,5.325,363.9166666666667,4.25,0,1991,1991,1,4,5.896924903697561
MI,1996,Michigan,4.25,3.35,4.25,4.908333333333333,371.4666666666667,4.25,0,1991,1991,1,5,5.917459133797486
MI,1997,Michigan,4.75,3.35,4.75,4.3,378.30833333333334,4.25,1,1991,1991,1,6,5.935709559768906
MI,1998,Michigan,5.15,5.15,5.15,3.9833333333333334,379.0833333333333,4.75,1,1991,1991,1,7,5.937756057782003
MI,1999,Michigan,5.15,5.15,5.15,3.7416666666666667,383.75,5.15,0,1991,1991,1,8,5.9499912989014065
MI,2000,Michigan,5.15,5.15,5.15,3.6916666666666664,398.6166666666667,5.15,0,1991,1991,1,9,5.988000219916764
MI,2001,Michigan,5.15,5.15,5.15,5.15,394.7416666666667,5.15,0,1991,1991,1,10,5.978231542505493
MI,2002,Michigan,5.15,5.15,5.15,6.191666666666666,398.6166666666667,5.15,0,1991,1991,1,11,5.988000219916764
MI,2003,Michigan,5.15,5.15,5.15,7.108333333333333,398.925,5.15,0,1991,1991,1,12,5.988773429296491
MI,2004,Michigan,5.15,5.15,5.15,6.941666666666666,403.15833333333336,5.15,0,1991,1991,1,13,5.999329371470129
MI,2005,Michigan,5.15,5.15,5.15,6.758333333333333,405.575,5.15,0,1991,1991,1,14,6.005305813296463
MI,2006,Michigan,5.15,5.15,5.15,6.866666666666667,406.9,5.15,0,1991,1991,1,15,6.008567455007644
MI,2007,Michigan,6.95,6.95,5.15,7.066666666666666,406.9666666666667,5.15,1,1991,1991,1,16,6.0087312820067
MI,2008,Michigan,7.15,7.15,5.85,8.233333333333333,399.84166666666664,6.95,1,1991,1991,1,17,5.991068635411955
MI,2009,Michigan,7.4,7.4,6.55,13.483333333333334,381.68333333333334,7.15,1,1991,1991,1,18,5.944591294489077
MI,2010,Michigan,7.4,7.4,7.25,12.741666666666667,377.4916666666667,7.4,0,1991,1991,1,19,5.9335484933902345
MI,2011,Michigan,7.4,7.4,7.25,10.141666666666667,380.51666666666665,7.4,0,1991,1991,1,20,5.9415299783573525
MI,2012,Michigan,7.4,7.4,7.25,9.066666666666666,388.8333333333333,7.4,0,1991,1991,1,21,5.963150802793375
MI,2013,Michigan,7.4,7.4,7.25,8.733333333333334,398.3416666666667,7.4,0,1991,1991,1,22,5.987310095980763
MI,2014,Michigan,8.15,8.15,7.25,7.225,406.45,7.4,1,1991,1991,1,23,6.007460920192582
MI,2015,Michigan,8.15,8.15,7.25,5.416666666666667,413.8333333333333,8.15,0,1991,1991,1,24,6.025463316280112
MI,2016,Michigan,8.5,8.5,7.25,4.991666666666667,425.225,8.15,1,1991,1991,1,25,6.052618440600155
MI,2017,Michigan,8.9,8.9,7.25,4.583333333333333,432.225,8.5,1,1991,1991,1,26,6.068946285990839
MI,2018,Michigan,9.25,9.25,7.25,4.166666666666667,433.6333333333333,8.9,1,1991,1991,1,27,6.072199322939404
MI,2019,Michigan,9.45,9.45,7.25,4.075,435.5833333333333,9.25,1,1991,1991,1,28,6.076686128924922
MI,2020,Michigan,9.65,9.65,7.25,10.075,324.2,9.45,1,1991,1991,1,29,5.781360609301576
MI,2021,Michigan,9.65,9.65,7.25,5.725,357.5,9.65,0,1991,1991,1,30,5.879135362134062
MI,2022,Michigan,9.87,9.87,7.25,4.133333333333333,403.875,9.65,1,1991,1991,1,31,6.001105424144662
MI,2023,Michigan,10.1,10.1,7.25,3.9,423.2416666666667,9.87,1,1991,1991,1,32,6.047943331904275
MI,2024,Michigan,10.33,10.33,7.25,4.691666666666666,428.56666666666666,10.1,1,1991,1991,1,33,6.060446307422094
MN,1990,Minnesota,3.55,3.55,3.35,4.725,180.38333333333333,NA,0,1991,1991,0,-1,5.195084216073045
MN,1991,Minnesota,4.25,4.25,3.8,5.091666666666667,181.91666666666666,3.55,1,1991,1991,1,0,5.203548706761944
MN,1992,Minnesota,4.25,4.25,4.25,5.074999999999999,186.54166666666666,4.25,0,1991,1991,1,1,5.22865462789302
MN,1993,Minnesota,4.25,4.25,4.25,4.958333333333333,190.725,4.25,0,1991,1991,1,2,5.250832599976293
MN,1994,Minnesota,4.25,4.25,4.25,4.033333333333333,196.75,4.25,0,1991,1991,1,3,5.281933887297512
MN,1995,Minnesota,4.25,4.25,4.25,3.6583333333333337,204.14166666666668,4.25,0,1991,1991,1,4,5.318814197273692
MN,1996,Minnesota,4.25,4.25,4.25,3.85,206.54166666666666,4.25,0,1991,1991,1,5,5.330502167672628
MN,1997,Minnesota,4.75,4.25,4.75,3.225,208.54166666666666,4.25,1,1991,1991,1,6,5.340138861401376
MN,1998,Minnesota,5.15,5.15,5.15,2.6750000000000003,212.54166666666666,4.75,1,1991,1991,1,7,5.359138047574981
MN,1999,Minnesota,5.15,5.15,5.15,2.775,216.825,5.15,0,1991,1991,1,8,5.379090576570519
MN,2000,Minnesota,5.15,5.15,5.15,3.1083333333333334,221.69166666666666,5.15,0,1991,1991,1,9,5.401287527583225
MN,2001,Minnesota,5.15,5.15,5.15,3.7583333333333333,226.60833333333332,5.15,0,1991,1991,1,10,5.423223123439915
MN,2002,Minnesota,5.15,5.15,5.15,4.416666666666667,228.8,5.15,0,1991,1991,1,11,5.432848259505643
MN,2003,Minnesota,5.15,5.15,5.15,4.758333333333334,231.625,5.15,0,1991,1991,1,12,5.445119684605523
MN,2004,Minnesota,5.15,5.15,5.15,4.625,235.73333333333335,5.15,0,1991,1991,1,13,5.462701222655324
MN,2005,Minnesota,5.15,5.15,5.15,4.108333333333333,242.33333333333334,5.15,0,1991,1991,1,14,5.49031418886541
MN,2006,Minnesota,6.15,6.15,5.15,4.058333333333334,245.31666666666666,5.15,1,1991,1991,1,15,5.502549892970486
MN,2007,Minnesota,6.16,6.16,5.15,4.6,247.68333333333334,6.15,1,1991,1991,1,16,5.512151048536468
MN,2008,Minnesota,6.16,6.16,5.85,5.45,245.75,6.16,0,1991,1991,1,17,5.504314759027276
MN,2009,Minnesota,6.55,6.16,6.55,7.7,237.76666666666665,6.16,1,1991,1991,1,18,5.4712898006158825
MN,2010,Minnesota,7.25,6.16,7.25,7.366666666666666,235.125,6.55,1,1991,1991,1,19,5.460117287621195
MN,2011,Minnesota,7.25,6.16,7.25,6.575,239.59166666666667,7.25,0,1991,1991,1,20,5.478936085447245
MN,2012,Minnesota,7.25,6.16,7.25,5.658333333333333,245.575,7.25,0,1991,1991,1,21,5.5036023995609336
MN,2013,Minnesota,7.25,6.15,7.25,5.041666666666667,250.24166666666667,7.25,0,1991,1991,1,22,5.522427117607571
MN,2014,Minnesota,8,8,7.25,4.241666666666666,254.21666666666667,7.25,1,1991,1991,1,23,5.538186921777832
MN,2015,Minnesota,9,9,7.25,3.7583333333333333,259.55,8,1,1991,1991,1,24,5.558949362273238
MN,2016,Minnesota,9.5,9.5,7.25,3.8666666666666667,265.3833333333333,9,1,1991,1991,1,25,5.581175321634325
MN,2017,Minnesota,9.5,9.5,7.25,3.4416666666666664,270.75,9.5,0,1991,1991,1,26,5.6011958858811
MN,2018,Minnesota,9.65,9.65,7.25,3.025,273.4083333333333,9.5,1,1991,1991,1,27,5.610966404195973
MN,2019,Minnesota,9.86,9.86,7.25,3.275,275.75,9.65,1,1991,1991,1,28,5.619494658133612
MN,2020,Minnesota,10,10,7.25,6.291666666666667,204.61666666666667,9.86,1,1991,1991,1,29,5.321138309958739
MN,2021,Minnesota,10.08,10.08,7.25,3.683333333333333,229,10,1,1991,1991,1,30,5.43372200355424
MN,2022,Minnesota,10.33,10.33,7.25,2.4833333333333334,255.63333333333333,10.08,1,1991,1991,1,31,5.543744126102704
MN,2023,Minnesota,10.59,10.59,7.25,2.8249999999999997,267.225,10.33,1,1991,1991,1,32,5.588091000160009
MN,2024,Minnesota,10.85,10.85,7.25,3.025,272.3666666666667,10.59,1,1991,1991,1,33,5.607149197722552
MO,1990,Missouri,3.35,NA,3.35,5.908333333333333,206.34166666666667,NA,0,1991,1991,0,-1,5.329533370923057
MO,1991,Missouri,3.8,3.8,3.8,6.558333333333334,202.21666666666667,3.35,1,1991,1991,1,0,5.309339729829772
MO,1992,Missouri,4.25,4.25,4.25,6.125,208.01666666666668,3.8,1,1991,1991,1,1,5.337618204696353
MO,1993,Missouri,4.25,4.25,4.25,6.15,216.175,4.25,0,1991,1991,1,2,5.376088264846494
MO,1994,Missouri,4.25,4.25,4.25,5.1000000000000005,225.45,4.25,0,1991,1991,1,3,5.418098404867093
MO,1995,Missouri,4.25,4.25,4.25,4.825,235.76666666666665,4.25,0,1991,1991,1,4,5.462842615373835
MO,1996,Missouri,4.25,4.25,4.25,4.733333333333333,239.90833333333333,4.25,0,1991,1991,1,5,5.480256905938189
MO,1997,Missouri,4.75,4.75,4.75,4.375,249.30833333333334,4.25,1,1991,1991,1,6,5.518690416899578
MO,1998,Missouri,5.15,5.15,5.15,4.058333333333334,251.45833333333334,4.75,1,1991,1991,1,7,5.527277303183686
MO,1999,Missouri,5.15,5.15,5.15,3.2416666666666667,253.65833333333333,5.15,0,1991,1991,1,8,5.535988217142784
MO,2000,Missouri,5.15,5.15,5.15,3.3916666666666666,254.46666666666667,5.15,0,1991,1991,1,9,5.5391698516430194
MO,2001,Missouri,5.15,5.15,5.15,4.525,256.2916666666667,5.15,0,1991,1991,1,10,5.546316118860423
MO,2002,Missouri,5.15,5.15,5.15,5.325,260.06666666666666,5.15,0,1991,1991,1,11,5.560938008404446
MO,2003,Missouri,5.15,5.15,5.15,5.691666666666666,261.0916666666667,5.15,0,1991,1991,1,12,5.564871558943993
MO,2004,Missouri,5.15,5.15,5.15,5.841666666666667,267.22499999999997,5.15,0,1991,1991,1,13,5.588091000160009
MO,2005,Missouri,5.15,5.15,5.15,5.416666666666667,272.69166666666666,5.15,0,1991,1991,1,14,5.608341730773202
MO,2006,Missouri,5.15,5.15,5.15,4.891666666666667,278.45,5.15,0,1991,1991,1,15,5.629238510035678
MO,2007,Missouri,6.5,6.5,5.15,5.083333333333333,281.05833333333334,5.15,1,1991,1991,1,16,5.638562239723092
MO,2008,Missouri,6.65,6.65,5.85,6.158333333333333,280.5416666666667,6.5,1,1991,1991,1,17,5.636722258197335
MO,2009,Missouri,7.05,7.05,6.55,9.091666666666667,273.4,6.65,1,1991,1991,1,18,5.610935924289849
MO,2010,Missouri,7.25,7.25,7.25,9.416666666666668,271.78333333333336,7.05,1,1991,1991,1,19,5.605005180239177
MO,2011,Missouri,7.25,7.25,7.25,8.575,270.675,7.25,0,1991,1991,1,20,5.600918839196962
MO,2012,Missouri,7.25,7.25,7.25,7.141666666666667,274.7166666666667,7.25,0,1991,1991,1,21,5.615740263509255
MO,2013,Missouri,7.35,7.35,7.25,6.758333333333333,281.2416666666667,7.25,1,1991,1991,1,22,5.639214323450034
MO,2014,Missouri,7.5,7.5,7.25,6.166666666666667,287.2,7.35,1,1991,1991,1,23,5.660178837174069
MO,2015,Missouri,7.65,7.65,7.25,5.1,293,7.5,1,1991,1991,1,24,5.680172609017068
MO,2016,Missouri,7.65,7.65,7.25,4.575,299.2916666666667,7.65,0,1991,1991,1,25,5.701418571726856
MO,2017,Missouri,7.7,7.7,7.25,3.7916666666666665,303.725,7.65,1,1991,1991,1,26,5.716122686740806
MO,2018,Missouri,7.85,7.85,7.25,3.2333333333333334,305.71666666666664,7.7,1,1991,1991,1,27,5.72265874709225
MO,2019,Missouri,8.6,8.6,7.25,3.2333333333333334,309.0333333333333,7.85,1,1991,1991,1,28,5.733449145944827
MO,2020,Missouri,9.45,9.45,7.25,6.216666666666667,253.28333333333333,8.6,1,1991,1991,1,29,5.534508756711505
MO,2021,Missouri,10.3,10.3,7.25,4.141666666666667,275.3416666666667,9.45,1,1991,1991,1,30,5.618012750738678
MO,2022,Missouri,11.15,11.15,7.25,2.6,297.875,10.3,1,1991,1991,1,31,5.696673935418906
MO,2023,Missouri,12,12,7.25,3.1,308.6666666666667,11.15,1,1991,1991,1,32,5.7322619459780695
MO,2024,Missouri,12.3,12.3,7.25,3.6416666666666666,310.75,12,1,1991,1991,1,33,5.738988730390821
MS,1990,Mississippi,3.35,NA,3.35,7.55,56.625,NA,0,1991,1991,0,-1,4.036450583803198
MS,1991,Mississippi,3.8,NA,3.8,8.375,58.34166666666667,3.35,1,1991,1991,1,0,4.0663165321951515
MS,1992,Mississippi,4.25,NA,4.25,7.975,61.891666666666666,3.8,1,1991,1991,1,1,4.1253855448872505
MS,1993,Mississippi,4.25,NA,4.25,6.741666666666666,76.925,4.25,0,1991,1991,1,2,4.3428309212081055
MS,1994,Mississippi,4.25,NA,4.25,6.275,97.09166666666667,4.25,0,1991,1991,1,3,4.575655549437895
MS,1995,Mississippi,4.25,NA,4.25,6.183333333333334,100.74166666666667,4.25,0,1991,1991,1,4,4.612559484419946
MS,1996,Mississippi,4.25,NA,4.25,5.991666666666667,105.73333333333333,4.25,0,1991,1991,1,5,4.660920201092583
MS,1997,Mississippi,4.75,NA,4.75,5.716666666666667,108.16666666666667,4.25,1,1991,1991,1,6,4.683673247476035
MS,1998,Mississippi,5.15,NA,5.15,5.225,113.73333333333333,4.75,1,1991,1991,1,7,4.733856526949414
MS,1999,Mississippi,5.15,NA,5.15,5.091666666666667,122.99166666666666,5.15,0,1991,1991,1,8,4.81211660239973
MS,2000,Mississippi,5.15,NA,5.15,5.325,123.09166666666667,5.15,0,1991,1991,1,9,4.812929335258554
MS,2001,Mississippi,5.15,NA,5.15,5.45,120.84166666666667,5.15,0,1991,1991,1,10,4.79448114876585
MS,2002,Mississippi,5.15,NA,5.15,6.4,122.16666666666667,5.15,0,1991,1991,1,11,4.805386232658597
MS,2003,Mississippi,5.15,NA,5.15,6.141666666666667,123.41666666666667,5.15,0,1991,1991,1,12,4.815566164479798
MS,2004,Mississippi,5.15,NA,5.15,6.166666666666667,124.91666666666666,5.15,0,1991,1991,1,13,4.827646848314597
MS,2005,Mississippi,5.15,NA,5.15,7.65,123.00833333333334,5.15,0,1991,1991,1,14,4.812252103754951
MS,2006,Mississippi,5.15,NA,5.15,6.383333333333333,119.61666666666666,5.15,0,1991,1991,1,15,4.784292185207971
MS,2007,Mississippi,5.15,NA,5.15,6.133333333333334,125.775,5.15,0,1991,1991,1,16,4.834494596377382
MS,2008,Mississippi,5.85,NA,5.85,6.716666666666667,125.39166666666667,5.15,1,1991,1991,1,17,4.831442171976832
MS,2009,Mississippi,6.55,NA,6.55,9.241666666666667,120.08333333333333,5.85,1,1991,1991,1,18,4.788185946211522
MS,2010,Mississippi,7.25,NA,7.25,10.125,118.225,6.55,1,1991,1991,1,19,4.772589588529939
MS,2011,Mississippi,7.25,NA,7.25,9.8,119.41666666666667,7.25,0,1991,1991,1,20,4.782618778040171
MS,2012,Mississippi,7.25,NA,7.25,8.825,121.69166666666666,7.25,0,1991,1991,1,21,4.801490523258425
MS,2013,Mississippi,7.25,NA,7.25,8.491666666666667,124.1,7.25,0,1991,1991,1,22,4.821087692210561
MS,2014,Mississippi,7.25,NA,7.25,7.6,125.84166666666667,7.25,0,1991,1991,1,23,4.835024502993743
MS,2015,Mississippi,7.25,NA,7.25,6.45,129.03333333333333,7.25,0,1991,1991,1,24,4.8600707689154925
MS,2016,Mississippi,7.25,NA,7.25,5.991666666666667,133.025,7.25,0,1991,1991,1,25,4.890537080482433
MS,2017,Mississippi,7.25,NA,7.25,5.208333333333333,134.64166666666668,7.25,0,1991,1991,1,26,4.902616928494784
MS,2018,Mississippi,7.25,NA,7.25,4.941666666666666,134.85833333333332,7.25,0,1991,1991,1,27,4.9042248447348396
MS,2019,Mississippi,7.25,NA,7.25,5.491666666666667,136.35833333333332,7.25,0,1991,1991,1,28,4.91528622464685
MS,2020,Mississippi,7.25,NA,7.25,8,118.09166666666667,7.25,0,1991,1991,1,29,4.771461159042825
MS,2021,Mississippi,7.25,NA,7.25,5.408333333333333,126.25,7.25,0,1991,1991,1,30,4.838264068155469
MS,2022,Mississippi,7.25,NA,7.25,3.7333333333333334,132.46666666666667,7.25,0,1991,1991,1,31,4.886331041449607
MS,2023,Mississippi,7.25,NA,7.25,3.1083333333333334,134.56666666666666,7.25,0,1991,1991,1,32,4.902059739190785
MS,2024,Mississippi,7.25,NA,7.25,3.125,135.75,7.25,0,1991,1991,1,33,4.910814958814044
MT,1990,Montana,3.35,3.35,3.35,6.066666666666666,34.9,NA,0,1991,1991,0,-1,3.5524868292083815
MT,1991,Montana,3.8,3.8,3.8,6.933333333333334,36.541666666666664,3.35,1,1991,1991,1,0,3.5984531620242373
MT,1992,Montana,4.25,4.25,4.25,6.725,39.108333333333334,3.8,1,1991,1991,1,1,3.666335573012372
MT,1993,Montana,4.25,4.25,4.25,6.116666666666667,41.05,4.25,0,1991,1991,1,2,3.714790835898437
MT,1994,Montana,4.25,4.25,4.25,5.491666666666667,44.11666666666667,4.25,0,1991,1991,1,3,3.786837640005001
MT,1995,Montana,4.25,4.25,4.25,5.708333333333333,46.09166666666667,4.25,0,1991,1991,1,4,3.8306321672126322
MT,1996,Montana,4.25,4.25,4.25,5.533333333333333,47.824999999999996,4.25,0,1991,1991,1,5,3.8675485153263165
MT,1997,Montana,4.75,4.75,4.75,5.475,47.94166666666666,4.25,1,1991,1991,1,6,3.869984994081247
MT,1998,Montana,5.15,5.15,5.15,5.591666666666667,48.74166666666667,4.75,1,1991,1991,1,7,3.88653424266098
MT,1999,Montana,5.15,5.15,5.15,5.3,49.141666666666666,5.15,0,1991,1991,1,8,3.894707283218458
MT,2000,Montana,5.15,5.15,5.15,4.833333333333334,50.166666666666664,5.15,0,1991,1991,1,9,3.915350795520821
MT,2001,Montana,5.15,5.15,5.15,4.616666666666666,49.46666666666667,5.15,0,1991,1991,1,10,3.9012990420651703
MT,2002,Montana,5.15,5.15,5.15,4.566666666666666,50.983333333333334,5.15,0,1991,1991,1,11,3.931498781928803
MT,2003,Montana,5.15,5.15,5.15,4.733333333333333,52.233333333333334,5.15,0,1991,1991,1,12,3.9557208606938654
MT,2004,Montana,5.15,5.15,5.15,4.541666666666667,53.8,5.15,0,1991,1991,1,13,3.9852734671677386
MT,2005,Montana,5.15,5.15,5.15,4.083333333333333,55.25833333333333,5.15,0,1991,1991,1,14,4.0120191585868215
MT,2006,Montana,5.15,5.15,5.15,3.3666666666666667,56.733333333333334,5.15,0,1991,1991,1,15,4.038361927471164
MT,2007,Montana,6.15,6.15,5.15,3.3916666666666666,58.141666666666666,5.15,1,1991,1991,1,16,4.06288256115719
MT,2008,Montana,6.25,6.25,5.85,4.725,59.041666666666664,6.15,1,1991,1991,1,17,4.078243409342734
MT,2009,Montana,6.9,6.9,6.55,7.1,56.75833333333333,6.25,1,1991,1991,1,18,4.038802488459273
MT,2010,Montana,7.25,7.25,7.25,7.15,55.641666666666666,6.9,1,1991,1991,1,19,4.018932321075823
MT,2011,Montana,7.35,7.35,7.25,6.625,56.43333333333334,7.25,1,1991,1991,1,20,4.03306000047098
MT,2012,Montana,7.65,7.65,7.25,5.783333333333333,57.983333333333334,7.35,1,1991,1991,1,21,4.060155612929841
MT,2013,Montana,7.8,7.8,7.25,5.3,59.94166666666666,7.65,1,1991,1991,1,22,4.0933718670853105
MT,2014,Montana,7.9,7.9,7.25,4.641666666666667,60.33333333333333,7.8,1,1991,1991,1,23,4.099884742597716
MT,2015,Montana,8.05,8.05,7.25,4.241666666666667,62.61666666666667,7.9,1,1991,1991,1,24,4.137031483351868
MT,2016,Montana,8.05,8.05,7.25,4.266666666666667,64.40833333333333,8.05,0,1991,1991,1,25,4.165243024324825
MT,2017,Montana,8.15,8.15,7.25,4.1,65.03333333333333,8.05,1,1991,1991,1,26,4.174899958960956
MT,2018,Montana,8.3,8.3,7.25,3.725,66.125,8.15,1,1991,1991,1,27,4.191546890178463
MT,2019,Montana,8.5,8.5,7.25,3.5,67.25,8.3,1,1991,1991,1,28,4.208417018481948
MT,2020,Montana,8.65,8.65,7.25,5.825,58.86666666666667,8.5,1,1991,1991,1,29,4.07527499950175
MT,2021,Montana,8.75,8.75,7.25,3.3916666666666666,66.125,8.65,1,1991,1991,1,30,4.191546890178463
MT,2022,Montana,9.2,9.2,7.25,2.6333333333333333,70.64166666666667,8.75,1,1991,1991,1,31,4.2576201498263595
MT,2023,Montana,9.95,9.95,7.25,2.6666666666666665,72.86666666666667,9.2,1,1991,1991,1,32,4.288631287074328
MT,2024,Montana,10.3,10.3,7.25,2.975,74.5,9.95,1,1991,1991,1,33,4.310799125385514
NC,1990,North Carolina,3.35,3.35,3.35,4.125,240.33333333333334,NA,0,1991,1991,0,-1,5.482026848616839
NC,1991,North Carolina,3.8,3.35,3.8,5.925,239.54166666666666,3.35,1,1991,1991,1,0,5.478727375275345
NC,1992,North Carolina,4.25,3.8,4.25,6.241666666666667,249.81666666666666,3.8,1,1991,1991,1,1,5.520727315508495
NC,1993,North Carolina,4.25,3.8,4.25,5.116666666666667,260.85,4.25,0,1991,1991,1,2,5.563945529468402
NC,1994,North Carolina,4.25,4.25,4.25,4.408333333333333,270.52500000000003,4.25,0,1991,1991,1,3,5.600364515457713
NC,1995,North Carolina,4.25,4.25,4.25,4.366666666666666,282.60833333333335,4.25,0,1991,1991,1,4,5.644061957902475
NC,1996,North Carolina,4.25,4.25,4.25,4.341666666666667,290.9166666666667,4.25,0,1991,1991,1,5,5.673036857317036
NC,1997,North Carolina,4.75,4.25,4.75,3.825,301.5416666666667,4.25,1,1991,1991,1,6,5.708908204518182
NC,1998,North Carolina,5.15,5.15,5.15,3.525,310.73333333333335,4.75,1,1991,1991,1,7,5.738935095270531
NC,1999,North Carolina,5.15,5.15,5.15,3.3,321.1333333333333,5.15,0,1991,1991,1,8,5.771856405528011
NC,2000,North Carolina,5.15,5.15,5.15,3.75,328.2166666666667,5.15,0,1991,1991,1,9,5.7936739594100954
NC,2001,North Carolina,5.15,5.15,5.15,5.475,331.85833333333335,5.15,0,1991,1991,1,10,5.804708171023915
NC,2002,North Carolina,5.15,5.15,5.15,6.525,339.5833333333333,5.15,0,1991,1991,1,11,5.8277193758869625
NC,2003,North Carolina,5.15,5.15,5.15,6.258333333333334,343.4916666666667,5.15,0,1991,1991,1,12,5.839162851300196
NC,2004,North Carolina,5.15,5.15,5.15,5.466666666666667,355.01666666666665,5.15,0,1991,1991,1,13,5.872164736730183
NC,2005,North Carolina,5.15,5.15,5.15,5.216666666666667,363.4,5.15,0,1991,1991,1,14,5.895504155962071
NC,2006,North Carolina,5.15,5.15,5.15,4.733333333333333,383.7,5.15,0,1991,1991,1,15,5.949860997252907
NC,2007,North Carolina,6.15,6.15,5.15,4.716666666666667,401.05833333333334,5.15,1,1991,1991,1,16,5.99410688638607
NC,2008,North Carolina,6.15,6.15,5.85,5.933333333333334,406.2916666666667,6.15,0,1991,1991,1,17,6.007071292487174
NC,2009,North Carolina,6.55,6.55,6.55,10.791666666666668,393.81666666666666,6.15,1,1991,1991,1,18,5.975885487977467
NC,2010,North Carolina,7.25,7.25,7.25,10.799999999999999,392.80833333333334,6.55,1,1991,1991,1,19,5.9733217914623316
NC,2011,North Carolina,7.25,7.25,7.25,10.35,401.69166666666666,7.25,0,1991,1991,1,20,5.995684795983676
NC,2012,North Carolina,7.25,7.25,7.25,9.6,416.23333333333335,7.25,0,1991,1991,1,21,6.03124600045299
